river_code,river_name,parent_code,parent_name,basin_name,stream_order,is_civilian,topology_path,source_type,waterway_type,description,has_osm_geo,wikidata_id,meta_data
143020-C05,木履欄溪,143020,南港溪,烏溪,3,1,0@143000@143020@143020-C05,Wiki,stream,烏溪水系民間支流,0,2026-08-29,"{""raw_river_name"": ""木履欄溪"", ""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""3"", ""river_office_name"": ""第三河川分署"", ""office_valid_counties"": [""臺中市"", ""南投縣"", ""彰化縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
143030,眉溪,143000,烏溪,烏溪,2,0,0@143000@143030,WRA,river,烏溪官方水系,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""3"", ""river_office_name"": ""第三河川分署"", ""office_valid_counties"": [""臺中市"", ""南投縣"", ""彰化縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
143030-C01,南山溪,143030,眉溪,烏溪,3,1,0@143000@143030@143030-C01,Wiki,stream,烏溪水系民間支流,0,2026-08-29,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""3"", ""river_office_name"": ""第三河川分署"", ""office_valid_counties"": [""臺中市"", ""南投縣"", ""彰化縣""], ""has_outfall_gps"": true, ""outfall_lon"": 121.0753287, ""outfall_lat"": 24.0334757, ""primary_county"": ""南投縣"", ""primary_county_code"": ""10008"", ""is_border_river"": false, ""border_counties"": [""南投縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Spatial_Join_Contains (出海口點位 121.0753,24.0335 落入 南投縣 多邊形內)"", ""county_derivation_tier"": ""Tier_2_Spatial_Join_Contains"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
143030-C02,東眼溪,143030,眉溪,烏溪,3,1,0@143000@143030@143030-C02,Wiki,stream,烏溪水系民間支流,0,2026-08-29,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""3"", ""river_office_name"": ""第三河川分署"", ""office_valid_counties"": [""臺中市"", ""南投縣"", ""彰化縣""], ""has_outfall_gps"": true, ""outfall_lon"": 121.1153991, ""outfall_lat"": 24.0429246, ""primary_county"": ""南投縣"", ""primary_county_code"": ""10008"", ""is_border_river"": false, ""border_counties"": [""南投縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Spatial_Join_Contains (出海口點位 121.1154,24.0429 落入 南投縣 多邊形內)"", ""county_derivation_tier"": ""Tier_2_Spatial_Join_Contains"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
143020-C06,東光溪,143020,南港溪,烏溪,3,1,0@143000@143020@143020-C06,Wiki,stream,烏溪水系民間支流,0,2026-08-29,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""3"", ""river_office_name"": ""第三河川分署"", ""office_valid_counties"": [""臺中市"", ""南投縣"", ""彰化縣""], ""has_outfall_gps"": true, ""outfall_lon"": 120.989235, ""outfall_lat"": 23.8416862, ""primary_county"": ""南投縣"", ""primary_county_code"": ""10008"", ""is_border_river"": false, ""border_counties"": [""南投縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Spatial_Join_Contains (出海口點位 120.9892,23.8417 落入 南投縣 多邊形內)"", ""county_derivation_tier"": ""Tier_2_Spatial_Join_Contains"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
143011,水長流溪,143010,北港溪,烏溪,3,0,0@143000@143010@143011,WRA,river,烏溪官方水系,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""3"", ""river_office_name"": ""第三河川分署"", ""office_valid_counties"": [""臺中市"", ""南投縣"", ""彰化縣""], ""has_outfall_gps"": true, ""outfall_lon"": 120.9009406, ""outfall_lat"": 24.1211533, ""primary_county"": ""臺中市"", ""primary_county_code"": ""66000"", ""is_border_river"": false, ""border_counties"": [""臺中市""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Spatial_Join_Contains (出海口點位 120.9009,24.1212 落入 臺中市 多邊形內)"", ""county_derivation_tier"": ""Tier_2_Spatial_Join_Contains"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
143000-C02-C01,楊岸溪,143010,北港溪,烏溪,3,1,0@143000@143010@143000-C02-C01,Wiki,stream,烏溪水系民間支流,0,2026-08-29,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""3"", ""river_office_name"": ""第三河川分署"", ""office_valid_counties"": [""臺中市"", ""南投縣"", ""彰化縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
143000-C02-C02,關刀溪,143010,北港溪,烏溪,3,1,0@143000@143010@143000-C02-C02,Wiki,stream,烏溪水系民間支流,0,2026-08-29,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""3"", ""river_office_name"": ""第三河川分署"", ""office_valid_counties"": [""臺中市"", ""南投縣"", ""彰化縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
143000-C02-C03,帖比倫溪,143010,北港溪,烏溪,3,1,0@143000@143010@143000-C02-C03,Wiki,stream,烏溪水系民間支流,0,2026-08-29,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""3"", ""river_office_name"": ""第三河川分署"", ""office_valid_counties"": [""臺中市"", ""南投縣"", ""彰化縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
143000-C02-C04,瑞岩溪,143010,北港溪,烏溪,3,1,0@143000@143010@143000-C02-C04,Wiki,stream,烏溪水系民間支流,0,2026-08-29,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""3"", ""river_office_name"": ""第三河川分署"", ""office_valid_counties"": [""臺中市"", ""南投縣"", ""彰化縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
143000-C03,大肚溪口野生動物保護區,143000,烏溪,烏溪,2,1,0@143000@143000-C03,Wiki,stream,烏溪水系民間支流,0,2026-08-29,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""3"", ""river_office_name"": ""第三河川分署"", ""office_valid_counties"": [""臺中市"", ""南投縣"", ""彰化縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
143000-C04,烏溪經典紀錄,143000,烏溪,烏溪,2,1,0@143000@143000-C04,Wiki,stream,烏溪水系民間紀錄【烏溪】《經典.TV》大愛衛視製作2009年播映,0,2026-08-29,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""3"", ""river_office_name"": ""第三河川分署"", ""office_valid_counties"": [""臺中市"", ""南投縣"", ""彰化縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
151000,濁水溪,0,,濁水溪,1,0,0@151000,WRA,river,北勢溪官方水系,0,Q708374,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""4"", ""river_office_name"": ""第四河川分署"", ""office_valid_counties"": [""彰化縣"", ""雲林縣"", ""南投縣""], ""has_outfall_gps"": true, ""outfall_lon"": 120.8685303, ""outfall_lat"": 23.7801544, ""primary_county"": ""雲林縣"", ""primary_county_code"": ""10009"", ""is_border_river"": true, ""border_counties"": [""雲林縣"", ""彰化縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Right_Bank_Border_Arbitration (界河右岸原則仲裁歸屬 雲林縣)"", ""county_derivation_tier"": ""Tier_1_Border_Arbitration"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
151000-C05,東螺溪,151000,濁水溪,濁水溪,2,1,0@151000@151000-C05,Wiki,stream,濁水溪水系民間支流,0,2026-08-29,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""4"", ""river_office_name"": ""第四河川分署"", ""office_valid_counties"": [""彰化縣"", ""雲林縣"", ""南投縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
151022,加走寮溪,151020,清水溪,濁水溪,3,0,0@151000@151020@151022,WRA,river,濁水溪官方水系,0,2026-08-29,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""4"", ""river_office_name"": ""第四河川分署"", ""office_valid_counties"": [""彰化縣"", ""雲林縣"", ""南投縣""], ""has_outfall_gps"": true, ""outfall_lon"": 120.8108689, ""outfall_lat"": 23.6133394, ""primary_county"": ""南投縣"", ""primary_county_code"": ""10008"", ""is_border_river"": false, ""border_counties"": [""南投縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Spatial_Join_Contains (出海口點位 120.8109,23.6133 落入 南投縣 多邊形內)"", ""county_derivation_tier"": ""Tier_2_Spatial_Join_Contains"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
256030-C03,石鼓盤溪,256030,清水溪,蘭陽溪,3,1,0@256000@256030@256030-C03,Wiki,stream,蘭陽溪水系民間支流,0,2026-08-29,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""1"", ""river_office_name"": ""第一河川分署"", ""office_valid_counties"": [""宜蘭縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""宜蘭縣"", ""primary_county_code"": ""10002"", ""is_border_river"": false, ""border_counties"": [""宜蘭縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""River_Office_Single_County_Fallback (由 第一河川分署 唯一管轄縣市 宜蘭縣 推導)"", ""county_derivation_tier"": ""Tier_4_River_Office_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
151021,阿里山溪,151020,清水溪,濁水溪,3,0,0@151000@151020@151021,WRA,river,秀姑巒溪官方水系,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""4"", ""river_office_name"": ""第四河川分署"", ""office_valid_counties"": [""彰化縣"", ""雲林縣"", ""南投縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
151030,東埔蚋溪,151000,濁水溪,濁水溪,2,0,0@151000@151030,WRA,river,濁水溪官方水系,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""4"", ""river_office_name"": ""第四河川分署"", ""office_valid_counties"": [""彰化縣"", ""雲林縣"", ""南投縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
151000-C06,獅尾堀,151000,濁水溪,濁水溪,2,1,0@151000@151000-C06,Wiki,stream,濁水溪水系民間支流,0,2026-08-29,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""4"", ""river_office_name"": ""第四河川分署"", ""office_valid_counties"": [""彰化縣"", ""雲林縣"", ""南投縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
151000-C07,清水溝溪,151000,濁水溪,濁水溪,2,1,0@151000@151000-C07,Wiki,stream,濁水溪水系民間支流,0,2026-08-29,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""4"", ""river_office_name"": ""第四河川分署"", ""office_valid_counties"": [""彰化縣"", ""雲林縣"", ""南投縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
151090,水里溪,151000,濁水溪,濁水溪,2,0,0@151000@151090,WRA,river,濁水溪官方水系,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""4"", ""river_office_name"": ""第四河川分署"", ""office_valid_counties"": [""彰化縣"", ""雲林縣"", ""南投縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
151010,陳有蘭溪,151000,濁水溪,濁水溪,2,0,0@151000@151010,WRA,river,濁水溪官方水系,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""4"", ""river_office_name"": ""第四河川分署"", ""office_valid_counties"": [""彰化縣"", ""雲林縣"", ""南投縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
151017,郡坑溪,151010,陳有蘭溪,濁水溪,3,0,0@151000@151010@151017,WRA,river,濁水溪官方水系,0,2026-08-29,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""4"", ""river_office_name"": ""第四河川分署"", ""office_valid_counties"": [""彰化縣"", ""雲林縣"", ""南投縣""], ""has_outfall_gps"": true, ""outfall_lon"": 120.9343777, ""outfall_lat"": 23.6773639, ""primary_county"": ""南投縣"", ""primary_county_code"": ""10008"", ""is_border_river"": false, ""border_counties"": [""南投縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Spatial_Join_Contains (出海口點位 120.9344,23.6774 落入 南投縣 多邊形內)"", ""county_derivation_tier"": ""Tier_2_Spatial_Join_Contains"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
151015,十八重溪,151010,陳有蘭溪,濁水溪,3,0,0@151000@151010@151015,WRA,river,濁水溪官方水系,0,2026-08-29,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""4"", ""river_office_name"": ""第四河川分署"", ""office_valid_counties"": [""彰化縣"", ""雲林縣"", ""南投縣""], ""has_outfall_gps"": true, ""outfall_lon"": 120.9212363, ""outfall_lat"": 23.646622, ""primary_county"": ""南投縣"", ""primary_county_code"": ""10008"", ""is_border_river"": false, ""border_counties"": [""南投縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Spatial_Join_Contains (出海口點位 120.9212,23.6466 落入 南投縣 多邊形內)"", ""county_derivation_tier"": ""Tier_2_Spatial_Join_Contains"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
151010-C01,阿里不動溪,151010,陳有蘭溪,濁水溪,3,1,0@151000@151010@151010-C01,Wiki,stream,濁水溪水系民間支流,0,2026-08-29,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""4"", ""river_office_name"": ""第四河川分署"", ""office_valid_counties"": [""彰化縣"", ""雲林縣"", ""南投縣""], ""has_outfall_gps"": true, ""outfall_lon"": 120.827251, ""outfall_lat"": 23.5721316, ""primary_county"": ""南投縣"", ""primary_county_code"": ""10008"", ""is_border_river"": false, ""border_counties"": [""南投縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Spatial_Join_Contains (出海口點位 120.8273,23.5721 落入 南投縣 多邊形內)"", ""county_derivation_tier"": ""Tier_2_Spatial_Join_Contains"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
151014,筆石溪,151010,陳有蘭溪,濁水溪,3,0,0@151000@151010@151014,WRA,river,濁水溪官方水系,0,2026-08-29,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""4"", ""river_office_name"": ""第四河川分署"", ""office_valid_counties"": [""彰化縣"", ""雲林縣"", ""南投縣""], ""has_outfall_gps"": true, ""outfall_lon"": 120.8303515, ""outfall_lat"": 23.6036586, ""primary_county"": ""南投縣"", ""primary_county_code"": ""10008"", ""is_border_river"": false, ""border_counties"": [""南投縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Spatial_Join_Contains (出海口點位 120.8304,23.6037 落入 南投縣 多邊形內)"", ""county_derivation_tier"": ""Tier_2_Spatial_Join_Contains"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
151010-C02,坪瀨溪,151010,陳有蘭溪,濁水溪,3,1,0@151000@151010@151010-C02,Wiki,stream,濁水溪水系民間支流,0,2026-08-29,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""4"", ""river_office_name"": ""第四河川分署"", ""office_valid_counties"": [""彰化縣"", ""雲林縣"", ""南投縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
151016,內茅埔溪,151010,陳有蘭溪,濁水溪,3,0,0@151000@151010@151016,WRA,river,濁水溪官方水系,0,2026-08-29,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""4"", ""river_office_name"": ""第四河川分署"", ""office_valid_counties"": [""彰化縣"", ""雲林縣"", ""南投縣""], ""has_outfall_gps"": true, ""outfall_lon"": 120.841542, ""outfall_lat"": 23.6837541, ""primary_county"": ""南投縣"", ""primary_county_code"": ""10008"", ""is_border_river"": false, ""border_counties"": [""南投縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Spatial_Join_Contains (出海口點位 120.8415,23.6838 落入 南投縣 多邊形內)"", ""county_derivation_tier"": ""Tier_2_Spatial_Join_Contains"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
151010-C03,八項溪,151010,陳有蘭溪,濁水溪,3,1,0@151000@151010@151010-C03,Wiki,stream,濁水溪水系民間支流,0,2026-08-29,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""4"", ""river_office_name"": ""第四河川分署"", ""office_valid_counties"": [""彰化縣"", ""雲林縣"", ""南投縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
151011,和社溪,151010,陳有蘭溪,濁水溪,3,0,0@151000@151010@151011,WRA,river,濁水溪官方水系,0,2026-08-29,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""4"", ""river_office_name"": ""第四河川分署"", ""office_valid_counties"": [""彰化縣"", ""雲林縣"", ""南投縣""], ""has_outfall_gps"": true, ""outfall_lon"": 120.8829752, ""outfall_lat"": 23.4806346, ""primary_county"": ""南投縣"", ""primary_county_code"": ""10008"", ""is_border_river"": false, ""border_counties"": [""南投縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Spatial_Join_Contains (出海口點位 120.8830,23.4806 落入 南投縣 多邊形內)"", ""county_derivation_tier"": ""Tier_2_Spatial_Join_Contains"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
151011-C01,郝馬嘎班溪,151011,和社溪,濁水溪,4,1,0@151000@151010@151011@151011-C01,Wiki,stream,濁水溪水系民間支流,0,2026-08-29,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""4"", ""river_office_name"": ""第四河川分署"", ""office_valid_counties"": [""彰化縣"", ""雲林縣"", ""南投縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
256013,出水溪,256010,羅東溪,蘭陽溪,3,0,0@256000@256010@256013,WRA,river,蘭陽溪官方水系,0,2026-08-29,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""1"", ""river_office_name"": ""第一河川分署"", ""office_valid_counties"": [""宜蘭縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""宜蘭縣"", ""primary_county_code"": ""10002"", ""is_border_river"": false, ""border_counties"": [""宜蘭縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""River_Office_Single_County_Fallback (由 第一河川分署 唯一管轄縣市 宜蘭縣 推導)"", ""county_derivation_tier"": ""Tier_4_River_Office_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
151011-C02,四區溪,151011,和社溪,濁水溪,4,1,0@151000@151010@151011@151011-C02,Wiki,stream,濁水溪水系民間支流,0,2026-08-29,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""4"", ""river_office_name"": ""第四河川分署"", ""office_valid_counties"": [""彰化縣"", ""雲林縣"", ""南投縣""], ""has_outfall_gps"": true, ""outfall_lon"": 120.8747111, ""outfall_lat"": 23.5330205, ""primary_county"": ""南投縣"", ""primary_county_code"": ""10008"", ""is_border_river"": false, ""border_counties"": [""南投縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Spatial_Join_Contains (出海口點位 120.8747,23.5330 落入 南投縣 多邊形內)"", ""county_derivation_tier"": ""Tier_2_Spatial_Join_Contains"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
