river_code,river_name,parent_code,parent_name,basin_name,stream_order,is_civilian,topology_path,source_type,waterway_type,description,has_osm_geo,wikidata_id,meta_data
182000-C02,西都驕溪,182000,枋山溪,枋山溪,2,1,0@182000@182000-C02,Wiki,stream,枋山溪水系民間支流,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""7"", ""river_office_name"": ""第七河川分署"", ""office_valid_counties"": [""高雄市"", ""屏東縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
183000,楓港溪,0,,楓港溪,1,0,0@183000,WRA,river,楓港溪官方水系,0,Q11119649,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""7"", ""river_office_name"": ""第七河川分署"", ""office_valid_counties"": [""高雄市"", ""屏東縣""], ""has_outfall_gps"": true, ""outfall_lon"": 120.6842948, ""outfall_lat"": 22.1946534, ""primary_county"": ""屏東縣"", ""primary_county_code"": ""10013"", ""is_border_river"": false, ""border_counties"": [""屏東縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Spatial_Join_Nearest (出海口點位 120.6843,22.1947 最接近 屏東縣 邊界)"", ""county_derivation_tier"": ""Tier_2_Spatial_Join_Nearest"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
183000-C01,新路溪,183000,楓港溪,楓港溪,2,1,0@183000@183000-C01,Wiki,stream,楓港溪水系民間支流,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""7"", ""river_office_name"": ""第七河川分署"", ""office_valid_counties"": [""高雄市"", ""屏東縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
207000,達仁溪,0,,達仁溪,1,0,0@207000,WRA,river,達仁溪官方水系,0,Q17059768,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""8"", ""river_office_name"": ""第八河川分署"", ""office_valid_counties"": [""臺東縣""], ""has_outfall_gps"": true, ""outfall_lon"": 120.8923195, ""outfall_lat"": 22.2649723, ""primary_county"": ""臺東縣"", ""primary_county_code"": ""10014"", ""is_border_river"": false, ""border_counties"": [""臺東縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Spatial_Join_Contains (出海口點位 120.8923,22.2650 落入 臺東縣 多邊形內)"", ""county_derivation_tier"": ""Tier_2_Spatial_Join_Contains"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
183000-C02,內文溪,183000,楓港溪,楓港溪,2,1,0@183000@183000-C02,Wiki,stream,楓港溪水系民間支流,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""7"", ""river_office_name"": ""第七河川分署"", ""office_valid_counties"": [""高雄市"", ""屏東縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
184000,石盤溪,0,,石盤溪,1,0,0@184000,WRA,stream,石盤溪官方水系,0,Q17038898,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""7"", ""river_office_name"": ""第七河川分署"", ""office_valid_counties"": [""高雄市"", ""屏東縣""], ""has_outfall_gps"": true, ""outfall_lon"": 120.7168931, ""outfall_lat"": 22.2620867, ""primary_county"": ""屏東縣"", ""primary_county_code"": ""10013"", ""is_border_river"": false, ""border_counties"": [""屏東縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Spatial_Join_Contains (出海口點位 120.7169,22.2621 落入 屏東縣 多邊形內)"", ""county_derivation_tier"": ""Tier_2_Spatial_Join_Contains"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
185010,里仁溪,185000,四重溪,四重溪,2,0,0@185000@185010,WRA,river,乾溪(里仁溪)官方水系,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""7"", ""river_office_name"": ""第七河川分署"", ""office_valid_counties"": [""高雄市"", ""屏東縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""屏東縣"", ""primary_county_code"": ""10013"", ""is_border_river"": false, ""border_counties"": [""屏東縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Locality_Keyword_Match (從傳統鄉鎮/地名關鍵字 '里仁' 推導至 屏東縣)"", ""county_derivation_tier"": ""Tier_3_Locality_Keyword_Match"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
185030,竹社溪,185000,四重溪,四重溪,2,0,0@185000@185030,WRA,river,保力溪官方水系,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""7"", ""river_office_name"": ""第七河川分署"", ""office_valid_counties"": [""高雄市"", ""屏東縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
185040,大梅溪,185000,四重溪,四重溪,2,0,0@185000@185040,WRA,river,四重溪官方水系,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""7"", ""river_office_name"": ""第七河川分署"", ""office_valid_counties"": [""高雄市"", ""屏東縣""], ""has_outfall_gps"": true, ""outfall_lon"": 120.7513439, ""outfall_lat"": 22.1542596, ""primary_county"": ""屏東縣"", ""primary_county_code"": ""10013"", ""is_border_river"": false, ""border_counties"": [""屏東縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Spatial_Join_Contains (出海口點位 120.7513,22.1543 落入 屏東縣 多邊形內)"", ""county_derivation_tier"": ""Tier_2_Spatial_Join_Contains"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
186000,保力溪,0,,保力溪,1,0,0@186000,WRA,river,保力溪官方水系,0,Q10887532,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""7"", ""river_office_name"": ""第七河川分署"", ""office_valid_counties"": [""高雄市"", ""屏東縣""], ""has_outfall_gps"": true, ""outfall_lon"": 120.726191, ""outfall_lat"": 22.0530062, ""primary_county"": ""屏東縣"", ""primary_county_code"": ""10013"", ""is_border_river"": false, ""border_counties"": [""屏東縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Spatial_Join_Contains (出海口點位 120.7262,22.0530 落入 屏東縣 多邊形內)"", ""county_derivation_tier"": ""Tier_2_Spatial_Join_Contains"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
186000-C01,大石溪,186000,保力溪,保力溪,2,1,0@186000@186000-C01,Wiki,stream,保力溪水系民間支流,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""7"", ""river_office_name"": ""第七河川分署"", ""office_valid_counties"": [""高雄市"", ""屏東縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
186000-C02,網紗溪,186000,保力溪,保力溪,2,1,0@186000@186000-C02,Wiki,stream,保力溪水系民間支流,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""7"", ""river_office_name"": ""第七河川分署"", ""office_valid_counties"": [""高雄市"", ""屏東縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
201000,港口溪,0,,港口溪,1,0,0@201000,WRA,river,港口溪官方水系,0,Q17030337,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""7"", ""river_office_name"": ""第七河川分署"", ""office_valid_counties"": [""高雄市"", ""屏東縣""], ""has_outfall_gps"": true, ""outfall_lon"": 120.8378477, ""outfall_lat"": 22.012933, ""primary_county"": ""屏東縣"", ""primary_county_code"": ""10013"", ""is_border_river"": false, ""border_counties"": [""屏東縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Spatial_Join_Contains (出海口點位 120.8378,22.0129 落入 屏東縣 多邊形內)"", ""county_derivation_tier"": ""Tier_2_Spatial_Join_Contains"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
201060,林祿溪,201000,港口溪,港口溪,2,0,0@201000@201060,WRA,river,港口溪官方水系,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""7"", ""river_office_name"": ""第七河川分署"", ""office_valid_counties"": [""高雄市"", ""屏東縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
201050,加都魯溪,201000,港口溪,港口溪,2,0,0@201000@201050,WRA,river,港口溪官方水系,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""7"", ""river_office_name"": ""第七河川分署"", ""office_valid_counties"": [""高雄市"", ""屏東縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
201070,白沙彌溪,201000,港口溪,港口溪,2,0,0@201000@201070,WRA,river,港口溪官方水系,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""7"", ""river_office_name"": ""第七河川分署"", ""office_valid_counties"": [""高雄市"", ""屏東縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
201000-C01,良鑾溪,201000,港口溪,港口溪,2,1,0@201000@201000-C01,Wiki,stream,港口溪水系民間支流,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""7"", ""river_office_name"": ""第七河川分署"", ""office_valid_counties"": [""高雄市"", ""屏東縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
201020,小路溪,201000,港口溪,港口溪,2,0,0@201000@201020,WRA,river,港口溪官方水系,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""7"", ""river_office_name"": ""第七河川分署"", ""office_valid_counties"": [""高雄市"", ""屏東縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
201010,吧沙加魯溪,201000,港口溪,港口溪,2,0,0@201000@201010,WRA,river,港口溪官方水系,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""7"", ""river_office_name"": ""第七河川分署"", ""office_valid_counties"": [""高雄市"", ""屏東縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
201000-C02,布由巒溪,201000,港口溪,港口溪,2,1,0@201000@201000-C02,Wiki,stream,港口溪水系民間支流,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""7"", ""river_office_name"": ""第七河川分署"", ""office_valid_counties"": [""高雄市"", ""屏東縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
202000,九棚溪,0,,九棚溪,1,0,0@202000,WRA,river,九棚溪官方水系,0,Q10878902,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""7"", ""river_office_name"": ""第七河川分署"", ""office_valid_counties"": [""高雄市"", ""屏東縣""], ""has_outfall_gps"": true, ""outfall_lon"": 120.8751221, ""outfall_lat"": 22.1130856, ""primary_county"": ""屏東縣"", ""primary_county_code"": ""10013"", ""is_border_river"": false, ""border_counties"": [""屏東縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Spatial_Join_Contains (出海口點位 120.8751,22.1131 落入 屏東縣 多邊形內)"", ""county_derivation_tier"": ""Tier_2_Spatial_Join_Contains"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
202000-C01,紅土溪,202000,九棚溪,九棚溪,2,1,0@202000@202000-C01,Wiki,stream,九棚溪水系民間支流,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""7"", ""river_office_name"": ""第七河川分署"", ""office_valid_counties"": [""高雄市"", ""屏東縣""], ""has_outfall_gps"": true, ""outfall_lon"": 120.8512193, ""outfall_lat"": 22.0944067, ""primary_county"": ""屏東縣"", ""primary_county_code"": ""10013"", ""is_border_river"": false, ""border_counties"": [""屏東縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Spatial_Join_Contains (出海口點位 120.8512,22.0944 落入 屏東縣 多邊形內)"", ""county_derivation_tier"": ""Tier_2_Spatial_Join_Contains"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
203000,港子溪,0,,港子溪,1,0,0@203000,WRA,river,港子溪官方水系,0,Q17030365,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""7"", ""river_office_name"": ""第七河川分署"", ""office_valid_counties"": [""高雄市"", ""屏東縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""屏東縣"", ""primary_county_code"": ""10013"", ""is_border_river"": false, ""border_counties"": [""屏東縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Locality_Keyword_Match (從傳統鄉鎮/地名關鍵字 '港子' 推導至 屏東縣)"", ""county_derivation_tier"": ""Tier_3_Locality_Keyword_Match"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
203000-C01,另一支流,203000,港子溪,港子溪,2,1,0@203000@203000-C01,Wiki,stream,港子溪水系民間支流,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""7"", ""river_office_name"": ""第七河川分署"", ""office_valid_counties"": [""高雄市"", ""屏東縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""屏東縣"", ""primary_county_code"": ""10013"", ""is_border_river"": false, ""border_counties"": [""屏東縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Locality_Keyword_Match (從傳統鄉鎮/地名關鍵字 '港子' 推導至 屏東縣)"", ""county_derivation_tier"": ""Tier_3_Locality_Keyword_Match"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
262000,雙溪,0,,雙溪,1,0,0@262000,WRA,river,旭海溪(牡丹溪)官方水系,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [""0-C26"", ""0-C27""], ""replaced_by"": """", ""river_office_id"": ""1"", ""river_office_name"": ""第一河川分署"", ""office_valid_counties"": [""宜蘭縣""], ""has_outfall_gps"": true, ""outfall_lon"": 121.9469701, ""outfall_lat"": 25.0200595, ""primary_county"": ""宜蘭縣"", ""primary_county_code"": ""10002"", ""is_border_river"": false, ""border_counties"": [""宜蘭縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Spatial_Join_Nearest (出海口點位 121.9470,25.0201 最接近 宜蘭縣 邊界)"", ""county_derivation_tier"": ""Tier_2_Spatial_Join_Nearest"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
262000-C01,牡丹溪,262000,雙溪,雙溪,2,1,0@262000@262000-C01,Wiki,stream,雙溪水系民間支流,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""1"", ""river_office_name"": ""第一河川分署"", ""office_valid_counties"": [""宜蘭縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""新北市"", ""primary_county_code"": ""65000"", ""is_border_river"": false, ""border_counties"": [""新北市""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Locality_Keyword_Match (從傳統鄉鎮/地名關鍵字 '雙溪' 推導至 新北市)"", ""county_derivation_tier"": ""Tier_3_Locality_Keyword_Match"", ""is_office_county_matched"": false, ""provenance"": {""last_updated"": ""2026-09-04""}}"
2560O0-C01,牡丹溪,2560O0,四重溪,蘭陽溪,3,1,0@256000@2560O0@2560O0-C01,Wiki,stream,蘭陽溪水系民間支流,0,,"{""raw_river_name"": ""牡丹溪"", ""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""1"", ""river_office_name"": ""第一河川分署"", ""office_valid_counties"": [""宜蘭縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""屏東縣"", ""primary_county_code"": ""10013"", ""is_border_river"": false, ""border_counties"": [""屏東縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Locality_Keyword_Match (從傳統鄉鎮/地名關鍵字 '牡丹' 推導至 屏東縣)"", ""county_derivation_tier"": ""Tier_3_Locality_Keyword_Match"", ""is_office_county_matched"": false, ""provenance"": {""last_updated"": ""2026-09-04""}}"
185010-C01,支乾溪,185010,里仁溪,四重溪,3,1,0@185000@185010@185010-C01,Wiki,stream,四重溪水系民間支流,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""7"", ""river_office_name"": ""第七河川分署"", ""office_valid_counties"": [""高雄市"", ""屏東縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
185010-C02,無名支流,185010,里仁溪,四重溪,3,1,0@185000@185010@185010-C02,Wiki,stream,四重溪水系民間支流,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""7"", ""river_office_name"": ""第七河川分署"", ""office_valid_counties"": [""高雄市"", ""屏東縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""未定縣市"", ""primary_county_code"": ""00000"", ""is_border_river"": false, ""border_counties"": [], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Unassigned_Fallback"", ""county_derivation_tier"": ""Tier_4_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
206000,塔瓦溪,0,,塔瓦溪,1,0,0@206000,WRA,stream,塔瓦溪官方水系,0,Q10930901,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""8"", ""river_office_name"": ""第八河川分署"", ""office_valid_counties"": [""臺東縣""], ""has_outfall_gps"": true, ""outfall_lon"": 120.895535, ""outfall_lat"": 22.246498, ""primary_county"": ""臺東縣"", ""primary_county_code"": ""10014"", ""is_border_river"": false, ""border_counties"": [""臺東縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Spatial_Join_Contains (出海口點位 120.8955,22.2465 落入 臺東縣 多邊形內)"", ""county_derivation_tier"": ""Tier_2_Spatial_Join_Contains"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
208000,安朔溪,0,,安朔溪,1,0,0@208000,WRA,river,安朔溪官方水系,0,Q10946883,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""8"", ""river_office_name"": ""第八河川分署"", ""office_valid_counties"": [""臺東縣""], ""has_outfall_gps"": true, ""outfall_lon"": 120.891298, ""outfall_lat"": 22.2919957, ""primary_county"": ""臺東縣"", ""primary_county_code"": ""10014"", ""is_border_river"": false, ""border_counties"": [""臺東縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Spatial_Join_Contains (出海口點位 120.8913,22.2920 落入 臺東縣 多邊形內)"", ""county_derivation_tier"": ""Tier_2_Spatial_Join_Contains"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
208000-C01,五福谷溪,208000,安朔溪,安朔溪,2,1,0@208000@208000-C01,Wiki,stream,安朔溪水系民間支流,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""8"", ""river_office_name"": ""第八河川分署"", ""office_valid_counties"": [""臺東縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""臺東縣"", ""primary_county_code"": ""10014"", ""is_border_river"": false, ""border_counties"": [""臺東縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""River_Office_Single_County_Fallback (由 第八河川分署 唯一管轄縣市 臺東縣 推導)"", ""county_derivation_tier"": ""Tier_4_River_Office_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
208000-C02,阿塱衛溪,208000,安朔溪,安朔溪,2,1,0@208000@208000-C02,Wiki,stream,安朔溪水系民間支流,0,,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""8"", ""river_office_name"": ""第八河川分署"", ""office_valid_counties"": [""臺東縣""], ""has_outfall_gps"": false, ""outfall_lon"": null, ""outfall_lat"": null, ""primary_county"": ""臺東縣"", ""primary_county_code"": ""10014"", ""is_border_river"": false, ""border_counties"": [""臺東縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""River_Office_Single_County_Fallback (由 第八河川分署 唯一管轄縣市 臺東縣 推導)"", ""county_derivation_tier"": ""Tier_4_River_Office_Fallback"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
209000,朝庸溪,0,,朝庸溪,1,0,0@209000,WRA,river,朝庸溪官方水系,0,Q11092532,"{""code_status"": ""draft"", ""deprecated_codes"": [], ""replaced_by"": """", ""river_office_id"": ""8"", ""river_office_name"": ""第八河川分署"", ""office_valid_counties"": [""臺東縣""], ""has_outfall_gps"": true, ""outfall_lon"": 120.8631329, ""outfall_lat"": 22.3338704, ""primary_county"": ""臺東縣"", ""primary_county_code"": ""10014"", ""is_border_river"": false, ""border_counties"": [""臺東縣""], ""arbitration_rule"": ""Right_Bank_Outfall"", ""county_assignment_reason"": ""Spatial_Join_Contains (出海口點位 120.8631,22.3339 落入 臺東縣 多邊形內)"", ""county_derivation_tier"": ""Tier_2_Spatial_Join_Contains"", ""is_office_county_matched"": true, ""provenance"": {""last_updated"": ""2026-09-04""}}"
